Datetime,Open,High,Low,Close,Volume
2025-06-20 17:00:00-04:00,3473.0,3476.300048828125,3356.199951171875,3384.39990234375,966541
2025-06-27 17:00:00-04:00,3400.699951171875,3413.800048828125,3266.5,3286.10009765625,891069
2025-07-04 17:00:00-04:00,3284.300048828125,3376.89990234375,3250.5,3346.5,553995
2025-07-11 17:00:00-04:00,3344.5,3381.60009765625,3290.199951171875,3370.60009765625,873128
2025-07-18 17:00:00-04:00,3371.199951171875,3386.39990234375,3314.300048828125,3355.5,819417
2025-07-25 17:00:00-04:00,3353.0,3451.699951171875,3325.5,3338.5,1048335
2025-08-01 17:00:00-04:00,3334.39990234375,3416.89990234375,3300.0,3416.0,844340
2025-08-08 17:00:00-04:00,3399.800048828125,3534.10009765625,3397.89990234375,3491.300048828125,953512
2025-08-15 17:00:00-04:00,3458.10009765625,3491.300048828125,3375.5,3382.60009765625,810555
2025-08-22 17:00:00-04:00,3382.39990234375,3423.39990234375,3353.39990234375,3418.5,669539
2025-08-29 17:00:00-04:00,3417.60009765625,3518.5,3396.10009765625,3516.10009765625,734915
2025-09-05 17:00:00-04:00,3564.300048828125,3655.5,3537.5,3639.800048828125,936021
2025-09-12 17:00:00-04:00,3635.0,3715.199951171875,3621.699951171875,3680.699951171875,993342
2025-09-19 17:00:00-04:00,3680.199951171875,3744.0,3660.5,3705.800048828125,1014880
2025-09-26 17:00:00-04:00,3721.300048828125,3824.60009765625,3705.800048828125,3809.0,1182158
2025-10-03 17:00:00-04:00,3796.800048828125,3923.300048828125,3792.89990234375,3908.89990234375,1306342
2025-10-10 17:00:00-04:00,3911.199951171875,4081.0,3908.89990234375,4000.39990234375,1594152
2025-10-17 17:00:00-04:00,4018.300048828125,4392.0,4000.39990234375,4213.2998046875,1879524
2025-10-24 17:00:00-04:00,4269.0,4398.0,4021.199951171875,4137.7998046875,1844199
2025-10-31 17:00:00-04:00,4103.2001953125,4137.7998046875,3901.300048828125,4014.199951171875,1388097
2025-11-07 17:00:00-05:00,4001.89990234375,4043.10009765625,3935.699951171875,4008.39990234375,1003727
2025-11-14 17:00:00-05:00,4017.800048828125,4250.0,4009.800048828125,4094.199951171875,1371100
2025-11-21 17:00:00-05:00,4100.0,4134.2998046875,3997.39990234375,4079.5,1186990
2025-11-28 17:00:00-05:00,4068.5,4251.7001953125,4036.39990234375,4251.39990234375,864693
2025-12-05 17:00:00-05:00,4245.10009765625,4299.60009765625,4167.0,4227.7001953125,941434
2025-12-12 17:00:00-05:00,4228.10009765625,4387.7998046875,4195.2998046875,4329.7998046875,991008
2025-12-19 17:00:00-05:00,4337.2998046875,4409.5,4297.39990234375,4387.2998046875,994031
2025-12-26 17:00:00-05:00,4373.2998046875,4584.0,4372.7998046875,4552.7001953125,668698
2026-01-02 17:00:00-05:00,4570.5,4571.7998046875,4284.2998046875,4329.60009765625,767166
2026-01-09 17:00:00-05:00,4368.7998046875,4527.0,4363.2998046875,4500.89990234375,941659
2026-01-16 17:00:00-05:00,4538.10009765625,4650.5,4531.39990234375,4601.10009765625,1261049
2026-01-23 17:00:00-05:00,4595.39990234375,4991.39990234375,4595.39990234375,4988.2998046875,1132264
2026-01-30 17:00:00-05:00,5023.2998046875,5626.7998046875,4962.7001953125,5067.5,1917433
2026-02-06 17:00:00-05:00,4677.39990234375,5113.89990234375,4653.5,4988.60009765625,953372
2026-02-13 17:00:00-05:00,5000.0,5144.5,4900.0,5046.2998046875,603695
2026-02-20 17:00:00-05:00,5046.2998046875,5131.0,4854.2001953125,5080.89990234375,415063
2026-02-27 17:00:00-05:00,5157.0,5299.0,5109.5,5247.89990234375,640806
2026-03-06 17:00:00-05:00,5364.2001953125,5434.10009765625,5005.0,5158.7001953125,887765
2026-03-13 17:00:00-04:00,5165.5,5248.7001953125,5014.10009765625,5023.10009765625,755803
2026-03-20 17:00:00-04:00,5027.60009765625,5049.39990234375,4478.39990234375,4496.2998046875,994056
2026-03-27 17:00:00-04:00,4511.7001953125,4601.0,4100.0,4520.5,1262672
2026-04-03 17:00:00-04:00,4510.10009765625,4825.89990234375,4444.7001953125,4702.7001953125,657989
2026-04-10 17:00:00-04:00,4675.0,4888.0,4626.2001953125,4771.0,664653
2026-04-17 17:00:00-04:00,4688.7001953125,4917.7001953125,4664.60009765625,4879.60009765625,574812
2026-04-24 17:00:00-04:00,4813.39990234375,4879.60009765625,4672.2001953125,4740.89990234375,626925
2026-05-01 17:00:00-04:00,4696.10009765625,4745.7998046875,4522.2001953125,4644.5,542934
2026-05-08 17:00:00-04:00,4633.2998046875,4775.2001953125,4510.10009765625,4730.7001953125,610197
2026-05-15 17:00:00-04:00,4696.7998046875,4783.39990234375,4513.7998046875,4561.89990234375,635035
2026-05-22 17:00:00-04:00,4557.39990234375,4593.2001953125,4455.0,4523.2001953125,680350
2026-05-29 17:00:00-04:00,4542.7001953125,4627.10009765625,4395.60009765625,4593.0,636885
2026-06-05 17:00:00-04:00,4555.2998046875,4577.2998046875,4336.60009765625,4365.2998046875,584696
2026-06-12 17:00:00-04:00,4342.2001953125,4388.60009765625,4046.199951171875,4238.7998046875,785817
2026-06-19 17:00:00-04:00,4325.60009765625,4403.60009765625,4162.7001953125,4167.5,509358
2026-06-26 17:00:00-04:00,4163.89990234375,4238.10009765625,3975.699951171875,4096.2998046875,647833
2026-07-03 17:00:00-04:00,4089.800048828125,4208.2998046875,3955.39990234375,4188.5,501862
2026-07-10 17:00:00-04:00,4187.5,4215.5,4032.5,4113.7001953125,556377
2026-07-17 17:00:00-04:00,4097.89990234375,4112.5,3963.0,4018.800048828125,624857
2026-07-24 17:00:00-04:00,4001.0,4171.39990234375,3986.5,4070.800048828125,603409
2026-07-31 17:00:00-04:00,4091.5,4180.2001953125,4009.300048828125,4107.0,716775
2026-08-07 17:00:00-04:00,4131.10009765625,4363.7001953125,4074.0,4322.7998046875,578023
